Price,Address,Listing URL,Short Address,Zip,City,County,State,Beds,Baths,Footage,Raw Property Details,Price Per Sq. Ft.,Date Scraped,Latitude,Longitude,Broker Name,Status,Type,Lot Area,Lot Area Units,Raw Rent Details,Lowest Rent,Highest Rent,Rent Zestimate,Zestimate,Tax Assessed Value (Most Recent),Date Price Last Changed,Price Change,Currency,Last Date Sold,Last Date Sold Price,Most Recent Date Listed for Sale,Most Recent Price Listed for Sale,Days on the Market (For Sale),Days on Zillow,MLS Id,Premium Status,Broker Phone (Premium Data),Listed By (Premium Data),Lister Phone (Premium Data),Agent Name (Premium Data),Agent Phone (Premium Data),Agent Email (Premium Data),Co-Agent Name (Premium Data),Co-Agent Phone (Premium Data),Buyer Agent Fee (Premium Data),Buyer Agent Name (Premium Data),Association Name (Premium Data),Association Fee (Premium Data),Monthly HOA Fees (Premium Data),Year Built (Premium Data),Stories (Premium Data),Heating (Premium Data),Cooling (Premium Data),Fireplace (Premium Data),Flooring (Premium Data),Foundation (Premium Data),Garage Capacity (Premium Data),Sewer (Premium Data),Subdivision (Premium Data),Property Condition (Premium Data),Roof Type (Premium Data),Virtual Tour (Premium Data),MLS Source (Premium Data),Parcel Id (Premium Data),Favorite Count (Premium Data),Page Views (Premium Data),Tax Paid (Most Recent) (Premium Data),Has Private Pool (Premium Data),Pool Features (Premium Data),Elementary School Rating (Premium Data),Middle School Rating (Premium Data),High School Rating (Premium Data),Transit Score (Premium Data),Walk Score (Premium Data),Bike Score (Premium Data),Description (Premium Data)
"$15,000","(undisclosed Address), San Francisco, CA 94118","https://www.zillow.com/homedetails/San-Francisco-CA-94118/15084111_zpid/","","94118","San Francisco","","CA","6","5","3200","6 bds | 5 ba | 3200 sqft","$4.69","Fri, 2026-04-17","","","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$15,000","160 Vasquez Ave, San Francisco, CA 94127","https://www.zillow.com/homedetails/160-Vasquez-Ave-San-Francisco-CA-94127/15133357_zpid/","","94127","San Francisco","","CA","5","4","3549","5 bds | 4 ba | 3549 sqft","$4.23","Fri, 2026-04-17","37.74455","-122.46051","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$15,000","332 Frederick St, San Francisco, CA 94117","https://www.zillow.com/homedetails/332-Frederick-St-San-Francisco-CA-94117/2063183755_zpid/","","94117","San Francisco","","CA","4","3","2000","4 bds | 3 ba | 2000 sqft","$7.5","Fri, 2026-04-17","37.767143","-122.44888","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$14,950","850 Castro St, San Francisco, CA 94114","https://www.zillow.com/homedetails/850-Castro-St-San-Francisco-CA-94114/15130792_zpid/","","94114","San Francisco","","CA","4","3","2602","4 bds | 3 ba | 2602 sqft","$5.75","Fri, 2026-04-17","37.75527","-122.43483","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$14,950","2275 California St APT 3, San Francisco, CA 94115","https://www.zillow.com/homedetails/2275-California-St-APT-3-San-Francisco-CA-94115/459369184_zpid/","","94115","San Francisco","","CA","4","2","1800","4 bds | 2 ba | 1800 sqft","$8.31","Fri, 2026-04-17","37.788868","-122.431694","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$14,000","685 Noe St #3, San Francisco, CA 94114","https://www.zillow.com/homedetails/685-Noe-St-3-San-Francisco-CA-94114/446002393_zpid/","","94114","San Francisco","","CA","3","2","1750","3 bds | 2 ba | 1750 sqft","$8","Fri, 2026-04-17","37.75812","-122.43219","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$13,950","(undisclosed Address), San Francisco, CA 94114","https://www.zillow.com/homedetails/San-Francisco-CA-94114/15128099_zpid/","","94114","San Francisco","","CA","3","2","1130","3 bds | 2 ba | 1130 sqft","$12.35","Fri, 2026-04-17","","","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$13,500","1059 Noe St, San Francisco, CA 94114","https://www.zillow.com/homedetails/1059-Noe-St-San-Francisco-CA-94114/15147213_zpid/","","94114","San Francisco","","CA","3","3","2576","3 bds | 3 ba | 2576 sqft","$5.24","Fri, 2026-04-17","37.752026","-122.43166","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$12,497","2212 18th Ave #Id1369226p, San Francisco, CA 94116","https://www.zillow.com/homedetails/2212-18th-Ave-ID1369226P-San-Francisco-CA-94116/461733650_zpid/","","94116","San Francisco","","CA","4","2","1194","4 bds | 2 ba | 1194 sqft","$10.47","Fri, 2026-04-17","37.746517","-122.47456","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$12,000","2527 16th Ave, San Francisco, CA 94116","https://www.zillow.com/homedetails/2527-16th-Ave-San-Francisco-CA-94116/15123101_zpid/","","94116","San Francisco","","CA","4","4","2635","4 bds | 4 ba | 2635 sqft","$4.55","Fri, 2026-04-17","37.74076","-122.47264","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$11,995","2783 Filbert St, San Francisco, CA 94123","https://www.zillow.com/homedetails/2783-Filbert-St-San-Francisco-CA-94123/461755285_zpid/","","94123","San Francisco","","CA","2","2","1100","2 bds | 2 ba | 1100 sqft","$10.9","Fri, 2026-04-17","37.796825","-122.44533","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$11,500","53 Wilmot St, San Francisco, CA 94115","https://www.zillow.com/homedetails/53-Wilmot-St-San-Francisco-CA-94115/114317397_zpid/","","94115","San Francisco","","CA","3","3","2200","3 bds | 3 ba | 2200 sqft","$5.23","Fri, 2026-04-17","37.7875","-122.432846","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$11,495","500 Miramar Ave, San Francisco, CA 94112","https://www.zillow.com/homedetails/500-Miramar-Ave-San-Francisco-CA-94112/15140798_zpid/","","94112","San Francisco","","CA","5","3","3100","5 bds | 3 ba | 3100 sqft","$3.71","Fri, 2026-04-17","37.725883","-122.45792","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$11,000","1914 Golden Gate Ave, San Francisco, CA 94115","https://www.zillow.com/homedetails/1914-Golden-Gate-Ave-San-Francisco-CA-94115/2060467337_zpid/","","94115","San Francisco","","CA","3","3","","3 bds | 3 ba ","","Fri, 2026-04-17","37.77849","-122.44265","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$10,900","175 Vasquez Ave, San Francisco, CA 94127","https://www.zillow.com/homedetails/175-Vasquez-Ave-San-Francisco-CA-94127/15133956_zpid/","","94127","San Francisco","","CA","4","4","2600","4 bds | 4 ba | 2600 sqft","$4.19","Fri, 2026-04-17","37.74416","-122.460266","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$10,500","2200 Sacramento St APT 206, San Francisco, CA 94115","https://www.zillow.com/homedetails/2200-Sacramento-St-APT-206-San-Francisco-CA-94115/15074384_zpid/","","94115","San Francisco","","CA","2","2","","2 bds | 2 ba ","","Fri, 2026-04-17","37.79068","-122.4295","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$10,500","1439 Page St, San Francisco, CA 94117","https://www.zillow.com/homedetails/1439-Page-St-San-Francisco-CA-94117/63196930_zpid/","","94117","San Francisco","","CA","3","2","1924","3 bds | 2 ba | 1924 sqft","$5.46","Fri, 2026-04-17","37.770996","-122.44443","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$10,495","3326 California St APT 2, San Francisco, CA 94118","https://www.zillow.com/homedetails/3326-California-St-APT-2-San-Francisco-CA-94118/54854498_zpid/","","94118","San Francisco","","CA","3","3","1466","3 bds | 3 ba | 1466 sqft","$7.16","Fri, 2026-04-17","37.787224","-122.44944","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$10,495","817-821 Oak St #7057R, San Francisco, CA 94117","https://www.zillow.com/homedetails/817-821-Oak-St-7057R-San-Francisco-CA-94117/460081562_zpid/","","94117","San Francisco","","CA","4","3","","4 bds | 3 ba ","","Fri, 2026-04-17","37.773483","-122.432785","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$10,000","2856 Sacramento St, San Francisco, CA 94115","https://www.zillow.com/homedetails/2856-Sacramento-St-San-Francisco-CA-94115/53734196_zpid/","","94115","San Francisco","","CA","3","2","1612","3 bds | 2 ba | 1612 sqft","$6.2","Fri, 2026-04-17","37.789352","-122.439964","","FOR_RENT","CONDO","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$10,000","1329 S Van Ness Ave, San Francisco, CA 94110","https://www.zillow.com/homedetails/1329-S-Van-Ness-Ave-San-Francisco-CA-94110/2079974151_zpid/","","94110","San Francisco","","CA","5","3","","5 bds | 3 ba ","","Fri, 2026-04-17","37.751926","-122.41586","","FOR_RENT","TOWNHOUSE","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$10,000","1888 Green St, San Francisco, CA 94123","https://www.zillow.com/homedetails/1888-Green-St-San-Francisco-CA-94123/15072038_zpid/","","94123","San Francisco","","CA","3","2","1455","3 bds | 2 ba | 1455 sqft","$6.87","Fri, 2026-04-17","37.79693","-122.43018","","FOR_RENT","CONDO","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$10,000","856 Page St, San Francisco, CA 94117","https://www.zillow.com/homedetails/856-Page-St-San-Francisco-CA-94117/2095321957_zpid/","","94117","San Francisco","","CA","4","3","","4 bds | 3 ba ","","Fri, 2026-04-17","37.772778","-122.43493","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$9,995","2989 Jackson St APT 1, San Francisco, CA 94115","https://www.zillow.com/homedetails/2989-Jackson-St-APT-1-San-Francisco-CA-94115/15081324_zpid/","","94115","San Francisco","","CA","3","2","","3 bds | 2 ba ","","Fri, 2026-04-17","37.791103","-122.44424","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$9,950","65 High St, San Francisco, CA 94114","https://www.zillow.com/homedetails/65-High-St-San-Francisco-CA-94114/15132654_zpid/","","94114","San Francisco","","CA","4","3","2315","4 bds | 3 ba | 2315 sqft","$4.3","Fri, 2026-04-17","37.748398","-122.443245","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$9,500","456-458 11th Ave #456, San Francisco, CA 94118","https://www.zillow.com/homedetails/456-458-11th-Ave-456-San-Francisco-CA-94118/461531940_zpid/","","94118","San Francisco","","CA","5","4","","5 bds | 4 ba ","","Fri, 2026-04-17","37.77963","-122.46922","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$9,250","328 Lexington St, San Francisco, CA 94110","https://www.zillow.com/homedetails/328-Lexington-St-San-Francisco-CA-94110/2087627125_zpid/","","94110","San Francisco","","CA","3","2","1300","3 bds | 2 ba | 1300 sqft","$7.12","Fri, 2026-04-17","37.75806","-122.42064","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$9,250","1701 Broadway APT 4, San Francisco, CA 94109","https://www.zillow.com/homedetails/1701-Broadway-APT-4-San-Francisco-CA-94109/15073025_zpid/","","94109","San Francisco","","CA","3","2","1821","3 bds | 2 ba | 1821 sqft","$5.08","Fri, 2026-04-17","37.79533","-122.42535","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$9,000","1016 Carolina St, San Francisco, CA 94107","https://www.zillow.com/homedetails/1016-Carolina-St-San-Francisco-CA-94107/15151547_zpid/","","94107","San Francisco","","CA","3","2","2138","3 bds | 2 ba | 2138 sqft","$4.21","Fri, 2026-04-17","37.755753","-122.40008","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$8,950","2140 Pacific Avenue Apartments, 2140 Pacific Ave #402, San Francisco, CA 94115","https://www.zillow.com/apartments/san-francisco-ca/2140-pacific-avenue-apartments/5YpsJ4/","","94115","San Francisco","","CA","2","2","1550","2 bds | 2 ba | 1550 sqft","$5.77","Fri, 2026-04-17","37.794155","-122.430565","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
