Price,Address,Listing URL,Short Address,Zip,City,County,State,Beds,Baths,Footage,Raw Property Details,Price Per Sq. Ft.,Date Scraped,Latitude,Longitude,Broker Name,Status,Type,Lot Area,Lot Area Units,Raw Rent Details,Lowest Rent,Highest Rent,Rent Zestimate,Zestimate,Tax Assessed Value (Most Recent),Date Price Last Changed,Price Change,Currency,Last Date Sold,Last Date Sold Price,Most Recent Date Listed for Sale,Most Recent Price Listed for Sale,Days on the Market (For Sale),Days on Zillow,MLS Id,Premium Status,Broker Phone (Premium Data),Listed By (Premium Data),Lister Phone (Premium Data),Agent Name (Premium Data),Agent Phone (Premium Data),Agent Email (Premium Data),Co-Agent Name (Premium Data),Co-Agent Phone (Premium Data),Buyer Agent Fee (Premium Data),Buyer Agent Name (Premium Data),Association Name (Premium Data),Association Fee (Premium Data),Monthly HOA Fees (Premium Data),Year Built (Premium Data),Stories (Premium Data),Heating (Premium Data),Cooling (Premium Data),Fireplace (Premium Data),Flooring (Premium Data),Foundation (Premium Data),Garage Capacity (Premium Data),Sewer (Premium Data),Subdivision (Premium Data),Property Condition (Premium Data),Roof Type (Premium Data),Virtual Tour (Premium Data),MLS Source (Premium Data),Parcel Id (Premium Data),Favorite Count (Premium Data),Page Views (Premium Data),Tax Paid (Most Recent) (Premium Data),Has Private Pool (Premium Data),Pool Features (Premium Data),Elementary School Rating (Premium Data),Middle School Rating (Premium Data),High School Rating (Premium Data),Transit Score (Premium Data),Walk Score (Premium Data),Bike Score (Premium Data),Description (Premium Data)
"$6,999","249 1/2 Hillcrest Blvd, Millbrae, CA 94030","https://www.zillow.com/homedetails/249-1-2-Hillcrest-Blvd-Millbrae-CA-94030/460539967_zpid/","","94030","Millbrae","","CA","3","2","1650","3 bds | 2 ba | 1650 sqft","$4.24","Thu, 2026-04-23","37.600105","-122.39427","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,950","427 37th Ave, San Mateo, CA 94403","https://www.zillow.com/homedetails/427-37th-Ave-San-Mateo-CA-94403/15544054_zpid/","","94403","San Mateo","","CA","4","2","1670","4 bds | 2 ba | 1670 sqft","$4.16","Thu, 2026-04-23","37.529667","-122.306206","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,900","2713 Mariposa Dr, Burlingame, CA 94010","https://www.zillow.com/homedetails/2713-Mariposa-Dr-Burlingame-CA-94010/15511353_zpid/","","94010","Burlingame","","CA","3","2","1970","3 bds | 2 ba | 1970 sqft","$3.5","Thu, 2026-04-23","37.58527","-122.393234","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,700","385 Georgetown Ave, San Mateo, CA 94402","https://www.zillow.com/homedetails/385-Georgetown-Ave-San-Mateo-CA-94402/15526761_zpid/","","94402","San Mateo","","CA","3","2","1780","3 bds | 2 ba | 1780 sqft","$3.76","Thu, 2026-04-23","37.55505","-122.32763","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,600","279 Elder Ave, Millbrae, CA 94030","https://www.zillow.com/homedetails/279-Elder-Ave-Millbrae-CA-94030/15509554_zpid/","","94030","Millbrae","","CA","4","3","2000","4 bds | 3 ba | 2000 sqft","$3.3","Thu, 2026-04-23","37.598152","-122.39531","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,500","3404 Westwood Ct, San Mateo, CA 94403","https://www.zillow.com/homedetails/3404-Westwood-Ct-San-Mateo-CA-94403/15543427_zpid/","","94403","San Mateo","","CA","3","3","2190","3 bds | 3 ba | 2190 sqft","$2.97","Thu, 2026-04-23","37.523853","-122.32533","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,495","1230 Millbrae Ave, Millbrae, CA 94030","https://www.zillow.com/homedetails/1230-Millbrae-Ave-Millbrae-CA-94030/15510065_zpid/","","94030","Millbrae","","CA","4","3","2950","4 bds | 3 ba | 2950 sqft","$2.2","Thu, 2026-04-23","37.59016","-122.4051","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,800","1509 Forest View Ave, Burlingame, CA 94010","https://www.zillow.com/homedetails/1509-Forest-View-Ave-Burlingame-CA-94010/15516259_zpid/","","94010","Burlingame","","CA","3","2","1820","3 bds | 2 ba | 1820 sqft","$3.19","Thu, 2026-04-23","37.580708","-122.36084","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,600","216 N Humboldt St, San Mateo, CA 94401","https://www.zillow.com/homedetails/216-N-Humboldt-St-San-Mateo-CA-94401/15523172_zpid/","","94401","San Mateo","","CA","3","2","1260","3 bds | 2 ba | 1260 sqft","$4.44","Thu, 2026-04-23","37.575493","-122.32236","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,500","2101 Trousdale Dr, Burlingame, CA 94010","https://www.zillow.com/homedetails/2101-Trousdale-Dr-Burlingame-CA-94010/15511532_zpid/","","94010","Burlingame","","CA","3","2","","3 bds | 2 ba ","","Thu, 2026-04-23","37.590557","-122.38788","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,500","1286 Oak Grove Ave, Burlingame, CA 94010","https://www.zillow.com/homedetails/1286-Oak-Grove-Ave-Burlingame-CA-94010/15517670_zpid/","","94010","Burlingame","","CA","3","2","1390","3 bds | 2 ba | 1390 sqft","$3.96","Thu, 2026-04-23","37.580765","-122.35378","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,495","(undisclosed Address), San Mateo, CA 94403","https://www.zillow.com/homedetails/San-Mateo-CA-94403/15543762_zpid/","","94403","San Mateo","","CA","2","2","1600","2 bds | 2 ba | 1600 sqft","$3.43","Thu, 2026-04-23","","","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,200","524 Castilian Way, San Mateo, CA 94402","https://www.zillow.com/homedetails/524-Castilian-Way-San-Mateo-CA-94402/15527140_zpid/","","94402","San Mateo","","CA","2","2","1400","2 bds | 2 ba | 1400 sqft","$3.71","Thu, 2026-04-23","37.552227","-122.32903","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$4,500","1423A California Dr, Burlingame, CA 94010","https://www.zillow.com/homedetails/1423A-California-Dr-Burlingame-CA-94010/2053048025_zpid/","","94010","Burlingame","","CA","2","2","850","2 bds | 2 ba | 850 sqft","$5.29","Thu, 2026-04-23","37.580173","-122.34608","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
